phenotyping_key,phenotyping_label,phenotyping_bag_key,phenotyping_timestamp,shell_length_mm,shell_width_mm,tissue_wetweight_g,shell_dryweight_g,tissue_dryweight_g,phenotyping_notes,macroparasites,username
0787c365,2024-5-7_MVP-NH-6_ALIVE__558,931488bd,6/10/2024 9:35:30,13,11,0.07,0.32,0.01,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
0acd75a6,2024-5-7_MVP-NH-6_ALIVE__559,931488bd,6/10/2024 9:35:32,13,9,,0.28,,"Empty, full of mud.",polydora worm scars on shell,lee.fenuccio@gmail.com
18aa1ac1,2024-5-5_MVP-TX-6_ALIVE__560,a186dfb7,6/10/2024 9:35:43,21,13,0.19,1.06,0.04,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
444ac87d,2024-5-5_MVP-LA-5_ALIVE__563,038e9a2d,6/10/2024 9:36:44,34,22,1.04,4.42,0.18,"Inside of shell red!
Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",,lee.fenuccio@gmail.com
f3fff31f,2024-5-5_MVP-LA-5_ALIVE__562,038e9a2d,6/10/2024 9:37:14,34,24,0.84,4.56,0.11,"Half shell attached to full oyster shell.
Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
2eb8e182,2024-5-5_MVP-TX-6_ALIVE__561-1,a186dfb7,6/10/2024 9:38:17,30,21,0.52,3.31,0.09,"2 oysters stuck together, 2nd oyster also measured.
Shell dry weight includes two oyster halves stuck together, and other side of 1st shell whose length is described here.",polydora worm scars on shell,lee.fenuccio@gmail.com
f48ae5f3,2024-5-5_MVP-LA-5_ALIVE__564,038e9a2d,6/10/2024 9:39:44,41,30,0.95,7.39,0.17,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
74b2208e,2024-5-5_MVP-JR-6_ALIVE__565,64e0ec7c,6/10/2024 9:39:58,20,13,0.26,1.18,0.04,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
fc689692,2024-5-5_MVP-JR-6_ALIVE__566,64e0ec7c,6/10/2024 9:40:22,20,14,0.25,1.04,0.04,"Thin outer edge of shell fell off.
Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
4db3da10,2024-5-5_MVP-JR-6_ALIVE__567,64e0ec7c,6/10/2024 9:40:24,21,14,0.2,1.21,0.03,,polydora worm scars on shell,lee.fenuccio@gmail.com
4fe29ded,2024-5-5_MVP-ME-6_ALIVE__568,d4c76e64,6/10/2024 9:40:46,33,21,0.53,2.91,0.11,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
c5aae738,2024-5-5_MVP-ME-6_ALIVE__569,d4c76e64,6/10/2024 9:41:13,21,14,0.29,0.96,0.05,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
eb2a9acf,2024-5-5_MVP-ME-6_ALIVE__570,d4c76e64,6/10/2024 9:41:15,33,22,0.8,3.41,0.14,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
09cfb8dc,2024-5-5_MVP-NH-5_ALIVE__571,0e3b01b0,6/10/2024 9:41:26,28,19,0.8,2.78,0.13,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
da05958f,2024-5-5_MVP-NH-5_ALIVE__572,0e3b01b0,6/10/2024 9:41:46,34,20,0.95,2.91,0.12,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
e99d1a4d,2024-5-5_MVP-NH-5_ALIVE__573,0e3b01b0,6/10/2024 9:41:48,27,20,0.64,2.43,0.13,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
38609de8,2024-5-5_MVP-TX-6_ALIVE__561-2,a186dfb7,6/10/2024 11:35:10,26,10,0.45,2.91,0.07,"Two oysters stuck together, other oyster also measured.
Shell dry weight includes two oyster halves stuck together, and other side of 2nd shell whose length is described here.",polydora worm scars on shell,lee.fenuccio@gmail.com
2aa5caa7,2024-5-5_MVP-LA-6_ALIVE__575,2a907d36,6/17/2024 11:35:51,29,24,0.79,3.22,0.09,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",,lee.fenuccio@gmail.com
54389672,2024-5-5_MVP-LA-6_ALIVE__576,2a907d36,6/17/2024 11:36:20,28,22,1.07,3.45,0.17,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
8bfd5226,2024-5-5_MVP-LA-6_ALIVE__577,2a907d36,6/17/2024 11:36:22,16,13,0.07,0.54,0,"Not enough tissue to register weight.
Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
0531e0b0,2024-5-5_MVP-LA-6_ALIVE__578,2a907d36,6/17/2024 11:36:24,27,21,0.33,2.03,0.03,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
9a5b0735,2024-5-5_MVP-LA-6_ALIVE__579,2a907d36,6/17/2024 11:36:26,32,30,1.24,4.09,0.14,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
30cd6018,2024-5-5_MVP-NH-5_ALIVE__580,0e3b01b0,6/17/2024 11:36:38,24,19,0.59,2.98,0.1,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
d17bbd26,2024-5-5_MVP-NH-5_ALIVE__581,0e3b01b0,6/17/2024 11:37:07,24,16,0.42,1.36,0.05,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
7183c0a1,2024-5-5_MVP-LA-5_ALIVE__582,038e9a2d,6/17/2024 11:37:19,30,24,0.81,3.09,0.09,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
b8cad918,2024-5-5_MVP-LA-5_ALIVE__583,038e9a2d,6/17/2024 11:37:38,26,18,0.42,1.93,0.05,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
dd264cbc,2024-5-5_MVP-JR-6_ALIVE__584,64e0ec7c,6/17/2024 11:38:02,43,29,2.25,6.08,0.27,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
4590b6a0,2024-5-5_MVP-JR-6_ALIVE__585,64e0ec7c,6/17/2024 11:38:34,33,22,0.49,4.03,0.11,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
8d97abb1,2024-5-5_MVP-DEBY-5_ALIVE__586,f883b48b,6/17/2024 11:38:47,43,29,1.45,6.96,0.13,"HUGE pea crab.
Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
5b9730e6,2024-5-5_MVP-DEBY-5_ALIVE__587,f883b48b,6/17/2024 11:39:17,48,30,1.46,9.73,0.26,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
94ad689a,2024-5-5_MVP-DEBY-5_ALIVE__588,f883b48b,6/17/2024 11:39:19,38,24,1.77,4.21,0.28,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
3c98712d,2024-5-5_MVP-DEBY-5_ALIVE__589,f883b48b,6/17/2024 11:39:31,32,21,0.61,3.07,0.11,,polydora worm scars on shell,lee.fenuccio@gmail.com
c57dfc5e,2024-5-5_MVP-DEBY-5_ALIVE__590,f883b48b,6/17/2024 11:39:33,25,16,0.2,1.51,0.03,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
bcef5676,2024-5-5_MVP-FL-6_ALIVE__591,d4813961,6/17/2024 11:40:28,45,26,1.15,6.49,0.22,,polydora worm scars on shell,lee.fenuccio@gmail.com
0b585b3b,2024-5-5_MVP-FL-6_ALIVE__592,d4813961,6/17/2024 11:40:29,36,23,0.71,3.99,0.13,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
ecfa5c74,2024-5-5_MVP-FL-6_ALIVE__593,d4813961,6/17/2024 11:40:32,38,23,0.78,4.78,0.1,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
2a3adf93,2024-5-5_MVP-FL-6_ALIVE__594,d4813961,6/17/2024 11:40:33,35,24,0.67,3.51,0.07,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
e00b01e9,2024-5-5_MVP-FL-6_ALIVE__595,d4813961,6/17/2024 11:40:36,42,22,1.02,5.26,0.15,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
d772f6d1,2024-5-5_MVP-ME-6_ALIVE__596,d4c76e64,6/17/2024 11:40:49,22,13,0.28,0.97,0.05,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
5baa9e0d,2024-5-5_MVP-ME-6_ALIVE__597,d4c76e64,6/17/2024 11:41:11,43,24,1.32,5.35,0.22,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
c0b78d71,2024-5-5_MVP-LOLA-4_DEAD__,869086f9,6/17/2024 11:41:56,,,,,,Mistake- delete,,lee.fenuccio@gmail.com
ffe17b15,2024-5-5_MVP-LOLA-4_DEAD_,869086f9,6/17/2024 11:42:03,,,,,,Mistake- delete,,lee.fenuccio@gmail.com
bd683b1d,2024-5-5_MVP-LOLA-4_DEAD__,869086f9,6/17/2024 11:42:08,,,,,,Mistake- delete,,lee.fenuccio@gmail.com
d756976f,2024-5-5_MVP-LOLA-4_DEAD__,869086f9,6/17/2024 11:42:10,,,,,,Mistake- delete,,lee.fenuccio@gmail.com
cbd213ea,2024-5-5_MVP-LOLA-4_DEAD__6,869086f9,6/17/2024 11:42:12,,,,,,Mistake- delete,,lee.fenuccio@gmail.com
eb39be2e,2024-5-5_MVP-LOLA-4_ALIVE__598,4068f315,6/17/2024 14:10:20,34,22,0.34,2.56,0.03,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
ee60494b,2024-5-5_MVP-LOLA-4_ALIVE__599,4068f315,6/17/2024 14:12:10,20,15,,0.69,,"Dead, full of mud, no tissue",,lee.fenuccio@gmail.com
aa84d318,2024-5-5_MVP-LOLA-4_ALIVE__600,4068f315,6/17/2024 14:13:29,40,27,1.53,7.03,0.21,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
badd26e1,2024-5-5_MVP-LOLA-4_ALIVE__601,4068f315,6/17/2024 14:15:42,33,21,0.73,3.37,0.15,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",,lee.fenuccio@gmail.com
1750060d,2024-5-5_MVP-LOLA-4_ALIVE__602,4068f315,6/17/2024 14:17:43,46,30,1.22,5.62,0.11,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
